sido,sigungu,yyyymm,value,year,month
경상북도,상주시,201706,229,2017,6
경상북도,상주시,201709,236,2017,9
경상북도,상주시,201712,243,2017,12
경상북도,상주시,201803,256,2018,3
경상북도,상주시,201806,246,2018,6
경상북도,상주시,201809,265,2018,9
경상북도,상주시,201812,275,2018,12
경상북도,상주시,201903,296,2019,3
경상북도,상주시,201906,310,2019,6
경상북도,상주시,201909,314,2019,9
경상북도,상주시,201912,309,2019,12
경상북도,상주시,202003,302,2020,3
경상북도,상주시,202006,290,2020,6
경상북도,상주시,202009,293,2020,9
경상북도,상주시,202012,275,2020,12
경상북도,상주시,202103,253,2021,3
경상북도,상주시,202106,248,2021,6
경상북도,상주시,202109,246,2021,9
경상북도,상주시,202112,239,2021,12
경상북도,상주시,202203,229,2022,3
경상북도,상주시,202206,236,2022,6
경상북도,상주시,202209,248,2022,9
경상북도,상주시,202212,297,2022,12
경상북도,상주시,202303,302,2023,3
경상북도,상주시,202306,344,2023,6
경상북도,상주시,202309,368,2023,9
경상북도,상주시,202312,373,2023,12
경상북도,상주시,202403,387,2024,3
경상북도,상주시,202406,388,2024,6
경상북도,상주시,202409,385,2024,9
경상북도,상주시,202412,391,2024,12
경상북도,상주시,202503,388,2025,3
경상북도,상주시,202506,393,2025,6
경상북도,성주군,200906,524,2009,6
경상북도,성주군,200912,524,2009,12
경상북도,성주군,201006,607,2010,6
경상북도,성주군,201012,669,2010,12
경상북도,성주군,201106,699,2011,6
경상북도,성주군,201112,742,2011,12
경상북도,성주군,201206,833,2012,6
경상북도,성주군,201212,793,2012,12
경상북도,성주군,201303,1608,2013,3
경상북도,성주군,201306,853,2013,6
경상북도,성주군,201309,904,2013,9
경상북도,성주군,201312,972,2013,12
경상북도,성주군,201403,979,2014,3
경상북도,성주군,201406,1021,2014,6
경상북도,성주군,201409,1071,2014,9
경상북도,성주군,201412,1092,2014,12
경상북도,성주군,201503,1135,2015,3
경상북도,성주군,201506,1144,2015,6
경상북도,성주군,201509,1127,2015,9
경상북도,성주군,201512,1143,2015,12
경상북도,성주군,201603,1114,2016,3
경상북도,성주군,201606,1157,2016,6
경상북도,성주군,201609,1217,2016,9
경상북도,성주군,201612,1223,2016,12
경상북도,성주군,201703,1192,2017,3
경상북도,성주군,201706,1214,2017,6
경상북도,성주군,201709,1233,2017,9
경상북도,성주군,201712,1264,2017,12
경상북도,성주군,201803,1229,2018,3
경상북도,성주군,201806,1206,2018,6
경상북도,성주군,201809,1230,2018,9
경상북도,성주군,201812,1198,2018,12
경상북도,성주군,201903,1209,2019,3
경상북도,성주군,201906,1214,2019,6
경상북도,성주군,201909,1217,2019,9
경상북도,성주군,201912,1223,2019,12
경상북도,성주군,202003,1193,2020,3
경상북도,성주군,202006,1168,2020,6
경상북도,성주군,202009,1119,2020,9
경상북도,성주군,202012,1080,2020,12
경상북도,성주군,202103,1025,2021,3
경상북도,성주군,202106,989,2021,6
경상북도,성주군,202109,982,2021,9
경상북도,성주군,202112,965,2021,12
경상북도,성주군,202203,957,2022,3
경상북도,성주군,202206,958,2022,6
경상북도,성주군,202209,1025,2022,9
경상북도,성주군,202212,1116,2022,12
경상북도,성주군,202303,1165,2023,3
경상북도,성주군,202306,1230,2023,6
경상북도,성주군,202309,1268,2023,9
경상북도,성주군,202312,1265,2023,12
경상북도,성주군,202403,1304,2024,3
경상북도,성주군,202406,1311,2024,6
경상북도,성주군,202409,1346,2024,9
경상북도,성주군,202412,1334,2024,12
경상북도,성주군,202503,1304,2025,3
경상북도,성주군,202506,1347,2025,6
경상북도,안동시,200906,207,2009,6
경상북도,안동시,200912,176,2009,12
경상북도,안동시,201006,194,2010,6
경상북도,안동시,201012,175,2010,12
경상북도,안동시,201106,156,2011,6
경상북도,안동시,201112,151,2011,12
경상북도,안동시,201206,243,2012,6
경상북도,안동시,201212,253,2012,12
경상북도,안동시,201303,482,2013,3
경상북도,안동시,201306,229,2013,6
경상북도,안동시,201309,224,2013,9
경상북도,안동시,201312,234,2013,12
경상북도,안동시,201403,230,2014,3
경상북도,안동시,201406,240,2014,6
경상북도,안동시,201409,222,2014,9
경상북도,안동시,201412,228,2014,12
경상북도,안동시,201503,215,2015,3
경상북도,안동시,201506,199,2015,6
경상북도,안동시,201509,211,2015,9
경상북도,안동시,201512,212,2015,12
경상북도,안동시,201603,213,2016,3
경상북도,안동시,201606,234,2016,6
경상북도,안동시,201609,233,2016,9
경상북도,안동시,201612,221,2016,12
경상북도,안동시,201703,243,2017,3
경상북도,안동시,201706,335,2017,6
경상북도,안동시,201709,367,2017,9
경상북도,안동시,201712,361,2017,12
경상북도,안동시,201803,341,2018,3
경상북도,안동시,201806,408,2018,6
경상북도,안동시,201809,422,2018,9
경상북도,안동시,201812,408,2018,12
경상북도,안동시,201903,372,2019,3
경상북도,안동시,201906,423,2019,6
경상북도,안동시,201909,406,2019,9
경상북도,안동시,201912,383,2019,12
경상북도,안동시,202003,368,2020,3
경상북도,안동시,202006,338,2020,6
경상북도,안동시,202009,329,2020,9
경상북도,안동시,202012,294,2020,12
경상북도,안동시,202103,284,2021,3
경상북도,안동시,202106,268,2021,6
경상북도,안동시,202109,270,2021,9
경상북도,안동시,202112,279,2021,12
경상북도,안동시,202203,277,2022,3
경상북도,안동시,202206,276,2022,6
경상북도,안동시,202209,276,2022,9
경상북도,안동시,202212,317,2022,12
경상북도,안동시,202303,307,2023,3
경상북도,안동시,202306,315,2023,6
경상북도,안동시,202309,328,2023,9
경상북도,안동시,202312,329,2023,12
경상북도,안동시,202403,341,2024,3
경상북도,안동시,202406,328,2024,6
경상북도,안동시,202409,363,2024,9
경상북도,안동시,202412,362,2024,12
경상북도,안동시,202503,359,2025,3
경상북도,안동시,202506,372,2025,6
경상북도,영덕군,200906,89,2009,6
경상북도,영덕군,200912,89,2009,12
경상북도,영덕군,201006,104,2010,6
경상북도,영덕군,201012,103,2010,12
경상북도,영덕군,201106,124,2011,6
경상북도,영덕군,201112,143,2011,12
경상북도,영덕군,201206,183,2012,6
경상북도,영덕군,201212,186,2012,12
경상북도,영덕군,201303,342,2013,3
경상북도,영덕군,201306,197,2013,6
경상북도,영덕군,201309,212,2013,9
경상북도,영덕군,201312,216,2013,12
경상북도,영덕군,201403,226,2014,3
경상북도,영덕군,201406,234,2014,6
경상북도,영덕군,201409,236,2014,9
경상북도,영덕군,201412,235,2014,12
경상북도,영덕군,201503,218,2015,3
경상북도,영덕군,201506,243,2015,6
경상북도,영덕군,201509,255,2015,9
경상북도,영덕군,201512,237,2015,12
경상북도,영덕군,201603,272,2016,3
경상북도,영덕군,201606,366,2016,6
경상북도,영덕군,201609,404,2016,9
경상북도,영덕군,201612,328,2016,12
경상북도,영덕군,201703,270,2017,3
경상북도,영덕군,201706,273,2017,6
경상북도,영덕군,201709,323,2017,9
경상북도,영덕군,201712,323,2017,12
경상북도,영덕군,201803,331,2018,3
경상북도,영덕군,201806,343,2018,6
경상북도,영덕군,201809,312,2018,9
경상북도,영덕군,201812,323,2018,12
경상북도,영덕군,201903,299,2019,3
경상북도,영덕군,201906,298,2019,6
경상북도,영덕군,201909,305,2019,9
경상북도,영덕군,201912,329,2019,12
경상북도,영덕군,202003,326,2020,3
경상북도,영덕군,202006,312,2020,6
경상북도,영덕군,202009,314,2020,9
경상북도,영덕군,202012,307,2020,12
경상북도,영덕군,202103,284,2021,3
경상북도,영덕군,202106,283,2021,6
경상북도,영덕군,202109,282,2021,9
경상북도,영덕군,202112,290,2021,12
경상북도,영덕군,202203,288,2022,3
경상북도,영덕군,202206,273,2022,6
경상북도,영덕군,202209,310,2022,9
경상북도,영덕군,202212,340,2022,12
경상북도,영덕군,202303,375,2023,3
경상북도,영덕군,202306,423,2023,6
경상북도,영덕군,202309,465,2023,9
경상북도,영덕군,202312,514,2023,12
경상북도,영덕군,202403,522,2024,3
경상북도,영덕군,202406,500,2024,6
경상북도,영덕군,202409,494,2024,9
경상북도,영덕군,202412,495,2024,12
경상북도,영덕군,202503,528,2025,3
경상북도,영덕군,202506,524,2025,6
경상북도,영양군,200906,7,2009,6
경상북도,영양군,200912,4,2009,12
경상북도,영양군,201006,8,2010,6
경상북도,영양군,201012,8,2010,12
경상북도,영양군,201106,7,2011,6
경상북도,영양군,201112,7,2011,12
경상북도,영양군,201206,15,2012,6
경상북도,영양군,201212,15,2012,12
경상북도,영양군,201303,26,2013,3
경상북도,영양군,201306,13,2013,6
경상북도,영양군,201309,21,2013,9
경상북도,영양군,201312,19,2013,12
경상북도,영양군,201403,19,2014,3
경상북도,영양군,201406,25,2014,6
경상북도,영양군,201409,32,2014,9
경상북도,영양군,201412,33,2014,12
경상북도,영양군,201503,29,2015,3
경상북도,영양군,201506,28,2015,6
경상북도,영양군,201509,37,2015,9
경상북도,영양군,201512,35,2015,12
경상북도,영양군,201603,37,2016,3
경상북도,영양군,201606,36,2016,6
경상북도,영양군,201609,33,2016,9
경상북도,영양군,201612,30,2016,12
경상북도,영양군,201703,28,2017,3
경상북도,영양군,201706,28,2017,6
경상북도,영양군,201709,30,2017,9
경상북도,영양군,201712,32,2017,12
경상북도,영양군,201803,29,2018,3
경상북도,영양군,201806,29,2018,6
경상북도,영양군,201809,28,2018,9
경상북도,영양군,201812,26,2018,12
경상북도,영양군,201903,27,2019,3
경상북도,영양군,201906,31,2019,6
경상북도,영양군,201909,29,2019,9
경상북도,영양군,201912,31,2019,12
경상북도,영양군,202003,29,2020,3
경상북도,영양군,202006,30,2020,6
경상북도,영양군,202009,30,2020,9
경상북도,영양군,202012,27,2020,12
경상북도,영양군,202103,26,2021,3
경상북도,영양군,202106,25,2021,6
경상북도,영양군,202109,24,2021,9
경상북도,영양군,202112,23,2021,12
경상북도,영양군,202203,25,2022,3
경상북도,영양군,202206,24,2022,6
경상북도,영양군,202209,30,2022,9
경상북도,영양군,202212,33,2022,12
경상북도,영양군,202303,35,2023,3
경상북도,영양군,202306,40,2023,6
경상북도,영양군,202309,46,2023,9
경상북도,영양군,202312,44,2023,12
경상북도,영양군,202403,44,2024,3
경상북도,영양군,202406,43,2024,6
경상북도,영양군,202409,41,2024,9
경상북도,영양군,202412,43,2024,12
경상북도,영양군,202503,48,2025,3
경상북도,영양군,202506,49,2025,6
경상북도,영주시,200906,40,2009,6
경상북도,영주시,200912,39,2009,12
경상북도,영주시,201006,35,2010,6
경상북도,영주시,201012,46,2010,12
경상북도,영주시,201106,81,2011,6
경상북도,영주시,201112,115,2011,12
경상북도,영주시,201206,150,2012,6
경상북도,영주시,201212,103,2012,12
경상북도,영주시,201303,220,2013,3
경상북도,영주시,201306,96,2013,6
경상북도,영주시,201309,108,2013,9
경상북도,영주시,201312,96,2013,12
경상북도,영주시,201403,88,2014,3
경상북도,영주시,201406,96,2014,6
경상북도,영주시,201409,94,2014,9
경상북도,영주시,201412,94,2014,12
경상북도,영주시,201503,97,2015,3
경상북도,영주시,201506,99,2015,6
경상북도,영주시,201509,103,2015,9
경상북도,영주시,201512,127,2015,12
경상북도,영주시,201603,140,2016,3
경상북도,영주시,201606,165,2016,6
경상북도,영주시,201609,179,2016,9
경상북도,영주시,201612,181,2016,12
경상북도,영주시,201703,166,2017,3
경상북도,영주시,201706,230,2017,6
경상북도,영주시,201709,258,2017,9
경상북도,영주시,201712,273,2017,12
경상북도,영주시,201803,282,2018,3
경상북도,영주시,201806,303,2018,6
경상북도,영주시,201809,324,2018,9
경상북도,영주시,201812,322,2018,12
경상북도,영주시,201903,324,2019,3
경상북도,영주시,201906,295,2019,6
경상북도,영주시,201909,290,2019,9
경상북도,영주시,201912,271,2019,12
경상북도,영주시,202003,249,2020,3
경상북도,영주시,202006,252,2020,6
경상북도,영주시,202009,243,2020,9
경상북도,영주시,202012,233,2020,12
경상북도,영주시,202103,206,2021,3
경상북도,영주시,202106,183,2021,6
경상북도,영주시,202109,189,2021,9
경상북도,영주시,202112,182,2021,12
경상북도,영주시,202203,185,2022,3
경상북도,영주시,202206,188,2022,6
경상북도,영주시,202209,201,2022,9
경상북도,영주시,202212,256,2022,12
경상북도,영주시,202303,264,2023,3
경상북도,영주시,202306,273,2023,6
경상북도,영주시,202309,276,2023,9
경상북도,영주시,202312,279,2023,12
경상북도,영주시,202403,296,2024,3
경상북도,영주시,202406,294,2024,6
경상북도,영주시,202409,300,2024,9
경상북도,영주시,202412,312,2024,12
경상북도,영주시,202503,332,2025,3
경상북도,영주시,202506,346,2025,6
경상북도,영천시,200906,864,2009,6
경상북도,영천시,200912,865,2009,12
경상북도,영천시,201006,1053,2010,6
경상북도,영천시,201012,1127,2010,12
경상북도,영천시,201106,1219,2011,6
경상북도,영천시,201112,1359,2011,12
경상북도,영천시,201206,1482,2012,6
경상북도,영천시,201212,1373,2012,12
경상북도,영천시,201303,2756,2013,3
경상북도,영천시,201306,1395,2013,6
경상북도,영천시,201309,1441,2013,9
경상북도,영천시,201312,1538,2013,12
경상북도,영천시,201403,1607,2014,3
경상북도,영천시,201406,1718,2014,6
경상북도,영천시,201409,1789,2014,9
경상북도,영천시,201412,1893,2014,12
경상북도,영천시,201503,1921,2015,3
경상북도,영천시,201506,1989,2015,6
경상북도,영천시,201509,2009,2015,9
경상북도,영천시,201512,2044,2015,12
